"Algeria","Long-term average annual precipitation in volume (10^9 m3/year)",1962,211.97486,"E",,1967,211.97486,"E",,1972,211.97486,"E",,1977,211.97486,"E",,1982,211.97486,"E",,1987,211.97486,"E",,1992,211.97486,"E",,1997,211.97486,"E",,2002,211.97486,"E",,2007,211.97486,"E",,2012,211.97486,"E",,2017,211.974949,"E",,2018,211.974949,"E",
"Algeria","National Rainfall Index (NRI) (mm/yr)",,,"",,1967,298.7,"I",,1972,304.5333333333,"I",,1977,307.75,"I",,1982,310.74,"I",,1987,292.9666666667,"I",,1992,291.45,"I",,1997,247.3,"I",,2002,241.5,"I",,2007,241.5,"I",,2012,241.5,"I",,2017,241.5,"I",,2018,241.5,"I",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Andorra","Long-term average annual precipitation in depth (mm/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Andorra","Long-term average annual precipitation in volume (10^9 m3/year)",1962,0.4724,"X",,1967,0.4724,"X",,1972,0.4724,"X",,1977,0.4724,"X",,1982,0.4724,"X",,1987,0.4724,"X",,1992,0.4724,"X",,1997,0.4724,"X",,2002,0.4724,"X",,2007,0.4724,"X",,2012,0.4724,"X",,2017,0.4724,"X",,2018,0.4724,"I",
"Andorra","National Rainfall Index (NRI) (mm/yr)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Angola","Long-term average annual precipitation in depth (mm/year)",1962,1010.0,"X",,1967,1010.0,"X",,1972,1010.0,"X",,1977,1010.0,"X",,1982,1010.0,"X",,1987,1010.0,"X",,1992,1010.0,"X",,1997,1010.0,"X",,2002,1010.0,"X",,2007,1010.0,"X",,2012,1010.0,"X",,2017,1010.0,"X",,2018,1010.0,"X",
"Angola","Long-term average annual precipitation in volume (10^9 m3/year)",1962,1259.167,"E",,1967,1259.167,"E",,1972,1259.167,"E",,1977,1259.167,"E",,1982,1259.167,"E",,1987,1259.167,"E",,1992,1259.167,"E",,1997,1259.167,"E",,2002,1259.167,"E",,2007,1259.167,"E",,2012,1259.167,"E",,2017,1259.167,"E",,2018,1259.167,"E",
"Angola","National Rainfall Index (NRI) (mm/yr)",,,"",,1967,1114.0,"X",,1972,1157.4,"I",,1977,1113.2857142857,"I",,1982,1024.0,"X",,1987,1113.0,"I",,1992,1101.0,"I",,1997,1114.2,"I",,2002,1137.0,"I",,2007,1137.0,"I",,2012,1137.0,"I",,2017,1137.0,"I",,2018,1137.0,"I",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Antigua and Barbuda","Long-term average annual precipitation in depth (mm/year)",1962,1030.0,"X",,1967,1030.0,"X",,1972,1030.0,"X",,1977,1030.0,"X",,1982,1030.0,"X",,1987,1030.0,"X",,1992,1030.0,"X",,1997,1030.0,"X",,2002,1030.0,"X",,2007,1030.0,"X",,2012,1030.0,"X",,2017,1030.0,"X",,2018,1030.0,"X",
"Antigua and Barbuda","Long-term average annual precipitation in volume (10^9 m3/year)",1962,0.4532,"E",,1967,0.4532,"E",,1972,0.4532,"E",,1977,0.4532,"E",,1982,0.4532,"E",,1987,0.4532,"E",,1992,0.4532,"E",,1997,0.4532,"E",,2002,0.4532,"E",,2007,0.4532,"E",,2012,0.4532,"E",,2017,0.4532,"E",,2018,0.4532,"E",
"Antigua and Barbuda","National Rainfall Index (NRI) (mm/yr)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Argentina","Long-term average annual precipitation in depth (mm/year)",1962,591.0,"",,1967,591.0,"",,1972,591.0,"",,1977,591.0,"",,1982,591.0,"",,1987,591.0,"",,1992,591.0,"",,1997,591.0,"",,2002,591.0,"",,2007,591.0,"",,2012,591.0,"",,2017,591.0,"",,2018,591.0,"",
"Argentina","Long-term average annual precipitation in volume (10^9 m3/year)",1962,1643.0,"",,1967,1643.0,"",,1972,1643.0,"",,1977,1643.0,"",,1982,1643.0,"",,1987,1643.0,"",,1992,1643.0,"",,1997,1643.0,"",,2002,1643.0,"",,2007,1643.0,"",,2012,1643.0,"",,2017,1643.0,"",,2018,1643.2164,"E",
"Argentina","National Rainfall Index (NRI) (mm/yr)",,,"",,1967,793.9428571429,"I",,1972,826.05,"I",,1977,880.475,"I",,1982,942.7333333333,"I",,1987,963.7,"I",,1992,938.3714285714,"I",,1997,887.3,"X",,2002,1062.0,"X",,2007,1062.0,"I",,2012,1062.0,"I",,2017,1062.0,"I",,2018,1062.0,"I",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Armenia","Long-term average annual precipitation in depth (mm/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,562.0,"",,1997,562.0,"",,2002,562.0,"",,2007,562.0,"",,2012,562.0,"",,2017,562.0,"",,2018,562.0,"",
"Armenia","Long-term average annual precipitation in volume (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,16.71388,"E",,1997,16.71388,"E",,2002,16.71388,"E",,2007,16.71388,"E",,2012,16.71388,"E",,2017,16.71388,"E",,2018,16.71388,"E",
"Armenia","National Rainfall Index (NRI) (mm/yr)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,416.2,"I",,1997,373.5,"I",,2002,352.1,"I",,2007,352.1,"I",,2012,352.1,"I",,2017,352.1,"I",,2018,352.1,"I",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Australia","Long-term average annual precipitation in depth (mm/year)",1962,534.0,"X","[1]",1967,534.0,"X","[2]",1972,534.0,"X","[3]",1977,534.0,"X","[4]",1982,534.0,"X","[5]",1987,534.0,"X","[6]",1992,534.0,"X","[7]",1997,534.0,"X","[8]",2002,534.0,"X","[9]",2007,534.0,"X","[10]",2012,534.0,"X","[11]",2017,534.0,"X",,2018,534.0,"X",
"Australia","Long-term average annual precipitation in volume (10^9 m3/year)",1962,4133.81148,"E",,1967,4133.81148,"E",,1972,4133.81148,"E",,1977,4133.81148,"E",,1982,4133.81148,"E",,1987,4133.81148,"E",,1992,4133.81148,"E",,1997,4133.81148,"E",,2002,4133.81148,"E",,2007,4133.81148,"E",,2012,4133.81148,"E",,2017,4133.81148,"E",,2018,4133.81148,"E",
"Australia","National Rainfall Index (NRI) (mm/yr)",,,"",,1967,624.7875,"I",,1972,672.1,"X",,1977,768.5,"X",,1982,679.3,"I",,1987,660.08,"I",,1992,674.9666666667,"I",,1997,651.82,"I",,2002,717.1,"I",,2007,717.1,"I",,2012,717.1,"I",,2017,717.1,"I",,2018,717.1,"I",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Austria","Long-term average annual precipitation in depth (mm/year)",1962,1110.0,"X",,1967,1110.0,"X",,1972,1110.0,"X",,1977,1110.0,"X",,1982,1110.0,"X",,1987,1110.0,"X",,1992,1110.0,"X",,1997,1110.0,"X",,2002,1110.0,"X",,2007,1110.0,"X",,2012,1110.0,"X",,2017,1110.0,"X",,2018,1110.0,"X",
"Austria","Long-term average annual precipitation in volume (10^9 m3/year)",1962,93.1068,"E",,1967,93.1068,"E",,1972,93.1068,"E",,1977,93.1068,"E",,1982,93.1068,"E",,1987,93.1068,"E",,1992,93.1068,"E",,1997,93.1068,"E",,2002,93.1068,"E",,2007,93.1068,"E",,2012,93.1068,"E",,2017,93.10569,"E",,2018,93.10569,"E",
"Austria","National Rainfall Index (NRI) (mm/yr)",,,"",,1967,1051.0,"I",,1972,1011.0,"X",,1977,1044.0,"X",,1982,1052.4666666667,"I",,1987,947.65,"I",,1992,998.9,"X",,1997,1108.0,"X",,2002,1126.0,"I",,2007,1126.0,"I",,2012,1126.0,"I",,2017,1126.0,"I",,2018,1126.0,"I",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Azerbaijan","Long-term average annual precipitation in depth (mm/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,447.0,"",,1997,447.0,"",,2002,447.0,"",,2007,447.0,"",,2012,447.0,"",,2017,447.0,"",,2018,447.0,"",
"Azerbaijan","Long-term average annual precipitation in volume (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,38.7102,"E",,1997,38.7102,"E",,2002,38.7102,"E",,2007,38.7102,"E",,2012,38.7102,"E",,2017,38.7102,"E",,2018,38.7102,"E",
"Azerbaijan","National Rainfall Index (NRI) (mm/yr)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,553.1,"I",,1997,479.825,"I",,2002,459.7,"I",,2007,459.7,"I",,2012,459.7,"I",,2017,459.7,"I",,2018,459.7,"I",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Bahamas","Long-term average annual precipitation in depth (mm/year)",1962,1292.0,"X",,1967,1292.0,"X",,1972,1292.0,"X",,1977,1292.0,"X",,1982,1292.0,"X",,1987,1292.0,"X",,1992,1292.0,"X",,1997,1292.0,"X",,2002,1292.0,"X",,2007,1292.0,"X",,2012,1292.0,"X",,2017,1292.0,"X",,2018,1292.0,"X",
"Bahamas","Long-term average annual precipitation in volume (10^9 m3/year)",1962,17.93296,"E",,1967,17.93296,"E",,1972,17.93296,"E",,1977,17.93296,"E",,1982,17.93296,"E",,1987,17.93296,"E",,1992,17.93296,"E",,1997,17.93296,"E",,2002,17.93296,"E",,2007,17.93296,"E",,2012,17.93296,"E",,2017,17.93296,"E",,2018,17.93296,"E",
"Bahamas","National Rainfall Index (NRI) (mm/yr)",,,"",,1967,1155.0,"I",,1972,1200.0,"X",,1977,1368.0,"I",,1982,1332.0,"I",,1987,1134.1,"I",,1992,1168.0666666667,"I",,1997,1300.0,"I",,2002,1320.0,"I",,2007,1320.0,"I",,2012,1320.0,"I",,2017,1320.0,"I",,2018,1320.0,"I",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Bahrain","Long-term average annual precipitation in depth (mm/year)",1962,83.0,"",,1967,83.0,"",,1972,83.0,"",,1977,83.0,"",,1982,83.0,"",,1987,83.0,"",,1992,83.0,"",,1997,83.0,"",,2002,83.0,"",,2007,83.0,"",,2012,83.0,"",,2017,83.0,"",,2018,83.0,"",
"Bahrain","Long-term average annual precipitation in volume (10^9 m3/year)",1962,0.05727,"E",,1967,0.05727,"E",,1972,0.05727,"E",,1977,0.05727,"E",,1982,0.05727,"E",,1987,0.05727,"E",,1992,0.05893,"E",,1997,0.05893,"E",,2002,0.05893,"E",,2007,0.06225,"E",,2012,0.06391,"E",,2017,0.06474,"E",,2018,0.06474,"E",
"Bahrain","National Rainfall Index (NRI) (mm/yr)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Bangladesh","Long-term average annual precipitation in depth (mm/year)",1962,2666.0,"X",,1967,2666.0,"X",,1972,2666.0,"X",,1977,2666.0,"X",,1982,2666.0,"X",,1987,2666.0,"X",,1992,2666.0,"X",,1997,2666.0,"X",,2002,2666.0,"X",,2007,2666.0,"X",,2012,2666.0,"X",,2017,2666.0,"X",,2018,2666.0,"X",
"Bangladesh","Long-term average annual precipitation in volume (10^9 m3/year)",1962,395.79436,"E",,1967,395.79436,"E",,1972,395.79436,"E",,1977,395.79436,"E",,1982,395.79436,"E",,1987,395.79436,"E",,1992,395.79436,"E",,1997,395.79436,"E",,2002,395.79436,"E",,2007,395.79436,"E",,2012,395.79436,"E",,2017,394.506682,"E",,2018,393.42162,"E",
"Bangladesh","National Rainfall Index (NRI) (mm/yr)",,,"",,1967,2436.6666666667,"I",,1972,2594.25,"I",,1977,2485.5555555556,"I",,1982,2300.0,"X",,1987,2611.0,"X",,1992,2137.0,"I",,1997,2186.0,"I",,2002,2309.0,"I",,2007,2309.0,"I",,2012,2309.0,"I",,2017,2309.0,"I",,2018,2309.0,"I",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Barbados","Long-term average annual precipitation in depth (mm/year)",1962,1422.0,"X",,1967,1422.0,"X",,1972,1422.0,"X",,1977,1422.0,"X",,1982,1422.0,"X",,1987,1422.0,"X",,1992,1422.0,"X",,1997,1422.0,"X",,2002,1422.0,"X",,2007,1422.0,"X",,2012,1422.0,"X",,2017,1422.0,"X",,2018,1422.0,"X",
"Barbados","Long-term average annual precipitation in volume (10^9 m3/year)",1962,0.61146,"E",,1967,0.61146,"E",,1972,0.61146,"E",,1977,0.61146,"E",,1982,0.61146,"E",,1987,0.61146,"E",,1992,0.61146,"E",,1997,0.61146,"E",,2002,0.61146,"E",,2007,0.61146,"E",,2012,0.61146,"E",,2017,0.61146,"E",,2018,0.61146,"E",
"Barbados","National Rainfall Index (NRI) (mm/yr)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Belarus","Long-term average annual precipitation in depth (mm/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,618.0,"X",,1997,618.0,"X",,2002,618.0,"X",,2007,618.0,"X",,2012,618.0,"X",,2017,618.0,"X",,2018,618.0,"X",
"Belarus","Long-term average annual precipitation in volume (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,128.2968,"E",,1997,128.2968,"E",,2002,128.2968,"E",,2007,128.2968,"E",,2012,128.2968,"E",,2017,128.2968,"E",,2018,128.2968,"E",
"Belarus","National Rainfall Index (NRI) (mm/yr)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,593.5333333333,"I",,1997,597.95,"I",,2002,615.7,"I",,2007,615.7,"I",,2012,615.7,"I",,2017,615.7,"I",,2018,615.7,"I",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Belgium","Long-term average annual precipitation in depth (mm/year)",1962,847.0,"X",,1967,847.0,"X",,1972,847.0,"X",,1977,847.0,"X",,1982,847.0,"X",,1987,847.0,"X",,1992,847.0,"X",,1997,847.0,"X",,2002,847.0,"X",,2007,847.0,"X",,2012,847.0,"X",,2017,847.0,"X",,2018,847.0,"X",
"Belgium","Long-term average annual precipitation in volume (10^9 m3/year)",1962,25.84,"",,1967,25.84,"",,1972,25.84,"",,1977,25.84,"",,1982,25.84,"",,1987,25.84,"",,1992,25.84,"",,1997,25.84,"",,2002,25.85891,"E",,2007,25.85891,"E",,2012,25.85891,"E",,2017,25.85891,"E",,2018,25.85891,"E",
"Belgium","National Rainfall Index (NRI) (mm/yr)",,,"",,1967,790.5,"X",,1972,769.6,"I",,1977,839.3,"I",,1982,943.0428571429,"I",,1987,912.34,"I",,1992,819.225,"I",,1997,979.16,"I",,2002,1070.0,"I",,2007,1070.0,"I",,2012,1070.0,"I",,2017,1070.0,"I",,2018,1070.0,"I",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Belize","Long-term average annual precipitation in depth (mm/year)",1962,1705.0,"X",,1967,1705.0,"X",,1972,1705.0,"X",,1977,1705.0,"X",,1982,1705.0,"X",,1987,1705.0,"X",,1992,1705.0,"X",,1997,1705.0,"X",,2002,1705.0,"X",,2007,1705.0,"X",,2012,1705.0,"X",,2017,1705.0,"X",,2018,1705.0,"X",
"Belize","Long-term average annual precipitation in volume (10^9 m3/year)",1962,39.16385,"E",,1967,39.16385,"E",,1972,39.16385,"E",,1977,39.16385,"E",,1982,39.16385,"E",,1987,39.16385,"E",,1992,39.16385,"E",,1997,39.16385,"E",,2002,39.16385,"E",,2007,39.16385,"E",,2012,39.16385,"E",,2017,39.16385,"E",,2018,39.16385,"E",
"Belize","National Rainfall Index (NRI) (mm/yr)",,,"",,1967,1789.4,"I",,1972,1837.0,"I",,1977,1999.5,"I",,1982,1920.6666666667,"I",,1987,2028.4,"I",,1992,2016.5,"I",,1997,1981.5,"I",,2002,2013.0,"I",,2007,2013.0,"I",,2012,2013.0,"I",,2017,2013.0,"I",,2018,2013.0,"I",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Benin","Long-term average annual precipitation in depth (mm/year)",1962,1039.0,"X",,1967,1039.0,"X",,1972,1039.0,"X",,1977,1039.0,"X",,1982,1039.0,"X",,1987,1039.0,"X",,1992,1039.0,"X",,1997,1039.0,"X",,2002,1039.0,"X",,2007,1039.0,"X",,2012,1039.0,"X",,2017,1039.0,"X",,2018,1039.0,"X",
"Benin","Long-term average annual precipitation in volume (10^9 m3/year)",1962,119.23564,"E",,1967,119.23564,"E",,1972,119.23564,"E",,1977,119.23564,"E",,1982,119.23564,"E",,1987,119.23564,"E",,1992,119.23564,"E",,1997,119.23564,"E",,2002,119.23564,"E",,2007,119.23564,"E",,2012,119.23564,"E",,2017,119.23564,"E",,2018,119.23564,"E",
"Benin","National Rainfall Index (NRI) (mm/yr)",,,"",,1967,1030.75,"I",,1972,996.6,"I",,1977,1000.5285714286,"I",,1982,980.1428571429,"I",,1987,913.0,"X",,1992,1084.4285714286,"I",,1997,1027.4166666667,"I",,2002,959.5,"X",,2007,959.5,"I",,2012,959.5,"I",,2017,959.5,"I",,2018,959.5,"I",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Bhutan","Long-term average annual precipitation in depth (mm/year)",1962,2200.0,"X",,1967,2200.0,"X",,1972,2200.0,"X",,1977,2200.0,"X",,1982,2200.0,"X",,1987,2200.0,"X",,1992,2200.0,"X",,1997,2200.0,"X",,2002,2200.0,"X",,2007,2200.0,"X",,2012,2200.0,"X",,2017,2200.0,"X",,2018,2200.0,"X",
"Bhutan","Long-term average annual precipitation in volume (10^9 m3/year)",1962,103.4,"E",,1967,103.4,"E",,1972,103.4,"E",,1977,103.4,"E",,1982,103.4,"E",,1987,103.4,"E",,1992,103.4,"E",,1997,88.176,"E",,2002,88.176,"E",,2007,84.458,"E",,2012,84.458,"E",,2017,84.4668,"E",,2018,84.458,"E",
"Bhutan","National Rainfall Index (NRI) (mm/yr)",,,"",,1967,2577.5,"I",,1972,2806.1666666667,"I",,1977,2947.0,"X",,1982,2479.6666666667,"I",,1987,2838.0,"X",,1992,2576.0,"I",,1997,2391.5,"I",,2002,2609.0,"X",,2007,2609.0,"I",,2012,2609.0,"I",,2017,2609.0,"I",,2018,2609.0,"I",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Bolivia (Plurinational State of)","Long-term average annual precipitation in depth (mm/year)",1962,1146.0,"",,1967,1146.0,"",,1972,1146.0,"",,1977,1146.0,"",,1982,1146.0,"",,1987,1146.0,"",,1992,1146.0,"",,1997,1146.0,"",,2002,1146.0,"",,2007,1146.0,"",,2012,1146.0,"",,2017,1146.0,"",,2018,1146.0,"",
"Bolivia (Plurinational State of)","Long-term average annual precipitation in volume (10^9 m3/year)",1962,1259.0,"",,1967,1259.0,"",,1972,1259.0,"",,1977,1259.0,"",,1982,1259.0,"",,1987,1259.0,"",,1992,1259.0,"",,1997,1259.0,"",,2002,1259.0,"",,2007,1259.0,"",,2012,1259.0,"",,2017,1259.0,"",,2018,1258.97268,"E",
"Bolivia (Plurinational State of)","National Rainfall Index (NRI) (mm/yr)",,,"",,1967,1435.0,"X",,1972,1531.0,"I",,1977,1733.5,"I",,1982,1749.3333333333,"I",,1987,1632.0,"I",,1992,1518.8,"I",,1997,1494.3333333333,"I",,2002,1503.0,"I",,2007,1503.0,"I",,2012,1503.0,"I",,2017,1503.0,"I",,2018,1503.0,"I",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Bosnia and Herzegovina","Long-term average annual precipitation in depth (mm/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,1028.0,"X",,1997,1028.0,"X",,2002,1028.0,"X",,2007,1028.0,"X",,2012,1028.0,"X",,2017,1028.0,"X",,2018,1028.0,"X",
"Bosnia and Herzegovina","Long-term average annual precipitation in volume (10^9 m3/year)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,52.64388,"E",,1997,52.64388,"E",,2002,52.64388,"E",,2007,52.64388,"E",,2012,52.64388,"E",,2017,52.64388,"E",,2018,52.64388,"E",
"Bosnia and Herzegovina","National Rainfall Index (NRI) (mm/yr)",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,883.9,"I",,1997,944.4,"X",,2002,1019.0,"I",,2007,1019.0,"I",,2012,1019.0,"I",,2017,1019.0,"I",,2018,1019.0,"I",

